-15.999000,0.000438
-15.998000,0.000409
-15.997000,0.000381
-15.996000,0.000353
-15.995000,0.000326
-15.994000,0.000300
-15.993000,0.000274
-15.992000,0.000248
-15.991000,0.000223
-15.990000,0.000199
-15.989000,0.000176
-15.988000,0.000152
-15.987000,0.000130
-15.986000,0.000108
-15.985000,0.000086
-15.984000,0.000065
-15.983000,0.000045
-15.982000,0.000025
-15.981000,0.000005
-15.980000,-0.000014
-15.979000,-0.000032
-15.978000,-0.000050
-15.977000,-0.000068
-15.976000,-0.000085
-15.975000,-0.000101
-15.974000,-0.000117
-15.973000,-0.000133
-15.972000,-0.000148
-15.971000,-0.000163
-15.970000,-0.000178
-15.969000,-0.000192
-15.968000,-0.000205
-15.967000,-0.000218
-15.966000,-0.000231
-15.965000,-0.000243
-15.964000,-0.000255
-15.963000,-0.000267
-15.962000,-0.000278
-15.961000,-0.000289
-15.960000,-0.000299
-15.959000,-0.000309
-15.958000,-0.000319
-15.957000,-0.000328
-15.956000,-0.000337
-15.955000,-0.000346
-15.954000,-0.000354
-15.953000,-0.000362
-15.952000,-0.000370
-15.951000,-0.000377
-15.950000,-0.000384
-15.949000,-0.000391
-15.948000,-0.000397
-15.947000,-0.000403
-15.946000,-0.000409
-15.945000,-0.000414
-15.944000,-0.000420
-15.943000,-0.000425
-15.942000,-0.000429
-15.941000,-0.000433
-15.940000,-0.000438
-15.939000,-0.000441
-15.938000,-0.000445
-15.937000,-0.000448
-15.936000,-0.000451
-15.935000,-0.000454
-15.934000,-0.000457
-15.933000,-0.000459
-15.932000,-0.000461
-15.931000,-0.000463
-15.930000,-0.000464
-15.929000,-0.000466
-15.928000,-0.000467
-15.927000,-0.000468
-15.926000,-0.000469
-15.925000,-0.000469
-15.924000,-0.000470
-15.923000,-0.000470
-15.922000,-0.000470
-15.921000,-0.000469
-15.920000,-0.000469
-15.919000,-0.000468
-15.918000,-0.000468
-15.917000,-0.000467
-15.916000,-0.000465
-15.915000,-0.000464
-15.914000,-0.000463
-15.913000,-0.000461
-15.912000,-0.000459
-15.911000,-0.000457
-15.910000,-0.000455
-15.909000,-0.000453
-15.908000,-0.000450
-15.907000,-0.000448
-15.906000,-0.000445
-15.905000,-0.000442
-15.904000,-0.000439
-15.903000,-0.000436
-15.902000,-0.000433
-15.901000,-0.000429
-15.900000,-0.000426
-15.899000,-0.000422
-15.898000,-0.000419
-15.897000,-0.000415
-15.896000,-0.000411
-15.895000,-0.000407
-15.894000,-0.000403
-15.893000,-0.000398
-15.892000,-0.000394
-15.891000,-0.000389
-15.890000,-0.000385
-15.889000,-0.000380
-15.888000,-0.000376
-15.887000,-0.000371
-15.886000,-0.000366
-15.885000,-0.000361
-15.884000,-0.000356
-15.883000,-0.000351
-15.882000,-0.000345
-15.881000,-0.000340
-15.880000,-0.000335
-15.879000,-0.000329
-15.878000,-0.000324
-15.877000,-0.000318
-15.876000,-0.000313
-15.875000,-0.000307
-15.874000,-0.000301
-15.873000,-0.000295
-15.872000,-0.000290
-15.871000,-0.000284
-15.870000,-0.000278
-15.869000,-0.000272
-15.868000,-0.000266
-15.867000,-0.000260
-15.866000,-0.000253
-15.865000,-0.000247
-15.864000,-0.000241
-15.863000,-0.000235
-15.862000,-0.000229
-15.861000,-0.000222
-15.860000,-0.000216
-15.859000,-0.000210
-15.858000,-0.000203
-15.857000,-0.000197
-15.856000,-0.000190
-15.855000,-0.000184
-15.854000,-0.000178
-15.853000,-0.000171
-15.852000,-0.000165
-15.851000,-0.000158
-15.850000,-0.000152
-15.849000,-0.000145
-15.848000,-0.000138
-15.847000,-0.000132
-15.846000,-0.000125
-15.845000,-0.000119
-15.844000,-0.000112
-15.843000,-0.000106
-15.842000,-0.000099
-15.841000,-0.000092
